match_date,batting_team,bowling_team,venue,runs,wickets,overs,striker_runs,non_striker_runs,last_five_overs_runs,final_score,run_rate,wickets_in_hand
2023-05-19,Chennai Super Kings,Mumbai Indians,Dr. DY Patil Sports Academy,45,2,6.0,20,19,36,162,7.5,8
2023-04-25,Chennai Super Kings,Gujarat Titans,Sawai Mansingh Stadium,86,2,13.9,52,23,27,130,6.18705035971223,8
2023-05-11,Chennai Super Kings,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,90,3,15.6,37,32,32,131,5.769230769230769,7
2023-04-07,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,66,2,7.4,25,30,39,193,8.91891891891892,8
2023-05-19,Mumbai Indians,Punjab Kings,Rajiv Gandhi International Cricket Stadium,79,0,8.9,35,29,47,198,8.876404494382022,10
2023-04-10,Delhi Capitals,Chennai Super Kings,Dr. DY Patil Sports Academy,106,1,14.8,49,25,33,145,7.162162162162161,9
2023-05-29,Mumbai Indians,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,70,1,8.3,22,30,41,173,8.433734939759036,9
2023-05-21,Gujarat Titans,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,49,3,6.0,15,21,42,186,8.166666666666666,7
2023-05-17,Lucknow Super Giants,Kolkata Knight Riders,Punjab Cricket Association Stadium,87,3,10.3,41,32,51,190,8.446601941747572,7
2023-05-04,Punjab Kings,Mumbai Indians,Narendra Modi Stadium,39,2,5.0,13,15,39,179,7.8,8
2023-04-09,Delhi Capitals,Chennai Super Kings,Wankhede Stadium,121,8,18.4,59,35,35,134,6.576086956521739,2
2023-05-07,Lucknow Super Giants,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,94,2,14.6,45,25,37,140,6.438356164383562,8
2023-04-04,Kolkata Knight Riders,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,50,0,6.6,21,17,49,168,7.575757575757576,10
2023-04-07,Chennai Super Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,155,0,17.0,69,43,58,192,9.117647058823529,10
2023-05-22,Royal Challengers Bangalore,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,108,8,17.4,54,30,27,125,6.206896551724139,2
2023-04-08,Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,118,1,15.0,41,60,32,169,7.866666666666666,9
2023-05-27,Punjab Kings,Chennai Super Kings,Wankhede Stadium,163,0,18.7,73,67,35,176,8.716577540106952,10
2023-04-11,Delhi Capitals,Lucknow Super Giants,Punjab Cricket Association Stadium,155,0,17.8,70,57,54,182,8.707865168539325,10
2023-04-26,Kolkata Knight Riders,Gujarat Titans,Arun Jaitley Stadium,141,0,14.1,61,47,52,233,10.0,10
2023-04-11,Mumbai Indians,Punjab Kings,Dr. DY Patil Sports Academy,61,2,8.2,30,18,49,176,7.439024390243903,8
2023-04-17,Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,77,6,13.3,31,37,26,115,5.789473684210526,4
2023-05-07,Mumbai Indians,Punjab Kings,Dr. DY Patil Sports Academy,111,4,13.2,66,29,45,168,8.40909090909091,6
2023-05-08,Kolkata Knight Riders,Mumbai Indians,Sawai Mansingh Stadium,96,2,11.9,42,26,51,180,8.067226890756302,8
2023-05-07,Royal Challengers Bangalore,Chennai Super Kings,Sawai Mansingh Stadium,152,1,17.5,50,67,41,177,8.685714285714285,9
2023-05-20,Sunrisers Hyderabad,Punjab Kings,Eden Gardens,88,5,15.3,31,32,33,128,5.751633986928105,5
2023-05-30,Lucknow Super Giants,Rajasthan Royals,Dr. DY Patil Sports Academy,40,2,5.5,19,13,31,137,7.2727272727272725,8
2023-04-22,Punjab Kings,Royal Challengers Bangalore,M. A. Chidambaram Stadium,100,5,16.9,31,43,27,116,5.91715976331361,5
2023-05-16,Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Cricket Stadium,79,3,12.1,43,24,35,146,6.528925619834711,7
2023-05-21,Mumbai Indians,Delhi Capitals,Wankhede Stadium,75,0,9.6,36,22,42,184,7.8125,10
2023-05-09,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,141,2,18.7,50,50,48,157,7.540106951871658,8
2023-05-04,Delhi Capitals,Lucknow Super Giants,M. Chinnaswamy Stadium,73,0,8.4,24,34,35,180,8.69047619047619,10
2023-04-30,Kolkata Knight Riders,Chennai Super Kings,Wankhede Stadium,74,2,8.0,34,19,48,221,9.25,8
2023-04-24,Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Cricket Stadium,66,3,10.4,32,17,34,140,6.346153846153846,7
2023-05-12,Punjab Kings,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,98,9,19.1,42,33,33,104,5.130890052356021,1
2023-04-15,Sunrisers Hyderabad,Delhi Capitals,M. A. Chidambaram Stadium,55,5,10.7,25,18,33,116,5.140186915887851,5
2023-05-30,Royal Challengers Bangalore,Kolkata Knight Riders,Arun Jaitley Stadium,44,3,6.8,21,11,28,131,6.470588235294118,7
2023-05-21,Chennai Super Kings,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,81,4,13.1,42,21,37,137,6.183206106870229,6
2023-04-26,Royal Challengers Bangalore,Lucknow Super Giants,Dr. DY Patil Sports Academy,86,6,13.5,39,22,38,148,6.37037037037037,4
2023-04-16,Rajasthan Royals,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,100,0,13.8,49,32,36,160,7.246376811594202,10
2023-04-03,Sunrisers Hyderabad,Delhi Capitals,Narendra Modi Stadium,41,1,5.3,21,14,41,184,7.735849056603774,9
2023-05-19,Punjab Kings,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,103,0,13.8,55,33,44,182,7.463768115942028,10
2023-04-10,Chennai Super Kings,Delhi Capitals,Sawai Mansingh Stadium,74,4,10.8,35,19,41,158,6.851851851851851,6
2023-05-15,Kolkata Knight Riders,Delhi Capitals,Narendra Modi Stadium,106,8,16.9,41,46,32,133,6.272189349112427,2
2023-05-05,Punjab Kings,Lucknow Super Giants,Eden Gardens,133,4,17.1,51,48,34,165,7.777777777777777,6
2023-05-11,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,159,0,14.4,72,60,48,229,11.041666666666666,10
2023-05-08,Delhi Capitals,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,103,5,18.0,43,34,32,118,5.722222222222222,5
2023-05-23,Punjab Kings,Gujarat Titans,Dr. DY Patil Sports Academy,113,2,13.8,41,44,39,175,8.18840579710145,8
2023-05-11,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,116,1,12.5,57,41,52,228,9.28,9
2023-04-18,Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,98,0,10.6,42,42,53,235,9.245283018867925,10
2023-05-30,Punjab Kings,Gujarat Titans,M. Chinnaswamy Stadium,96,8,17.3,33,36,33,114,5.5491329479768785,2
2023-04-21,Chennai Super Kings,Kolkata Knight Riders,Narendra Modi Stadium,66,2,8.2,29,21,41,170,8.048780487804878,8
2023-05-07,Lucknow Super Giants,Chennai Super Kings,Punjab Cricket Association Stadium,94,8,17.9,39,36,32,108,5.251396648044693,2
2023-05-06,Sunrisers Hyderabad,Royal Challengers Bangalore,Narendra Modi Stadium,140,2,17.5,52,63,44,168,8.0,8
2023-04-10,Lucknow Super Giants,Royal Challengers Bangalore,Punjab Cricket Association Stadium,112,1,16.4,46,41,35,149,6.829268292682928,9
2023-05-30,Mumbai Indians,Punjab Kings,Sawai Mansingh Stadium,67,0,7.8,28,27,37,171,8.58974358974359,10
2023-05-22,Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,87,4,11.6,53,23,36,153,7.5,6
2023-05-30,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,51,1,8.3,17,22,35,149,6.144578313253011,9
2023-05-19,Gujarat Titans,Mumbai Indians,Dr. DY Patil Sports Academy,143,1,19.4,62,56,36,148,7.371134020618557,9
2023-05-14,Mumbai Indians,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,110,4,14.6,57,28,39,164,7.534246575342466,6
2023-05-01,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,126,3,17.1,52,40,46,157,7.368421052631579,7
2023-03-31,Chennai Super Kings,Lucknow Super Giants,Dr. DY Patil Sports Academy,135,2,14.7,59,36,57,210,9.183673469387756,8
2023-04-16,Sunrisers Hyderabad,Mumbai Indians,M. A. Chidambaram Stadium,144,0,16.8,63,56,36,183,8.571428571428571,10
2023-04-08,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,107,9,18.0,41,41,25,119,5.944444444444445,1
2023-05-14,Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,66,0,6.6,32,15,52,249,10.0,10
2023-05-19,Punjab Kings,Mumbai Indians,Eden Gardens,77,3,12.0,26,28,31,142,6.416666666666667,7
2023-05-06,Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,75,5,12.5,29,32,29,125,6.0,5
2023-05-05,Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,114,2,14.3,40,50,47,170,7.972027972027972,8
2023-05-02,Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,76,1,10.8,26,35,36,180,7.037037037037036,9
2023-04-01,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,33,2,5.5,15,11,28,120,6.0,8
2023-05-30,Punjab Kings,Lucknow Super Giants,Wankhede Stadium,111,7,16.8,55,35,32,131,6.607142857142857,3
2023-03-31,Punjab Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,105,2,12.9,34,42,47,183,8.13953488372093,8
2023-04-12,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,89,1,11.6,47,22,46,188,7.672413793103448,9
2023-05-12,Lucknow Super Giants,Gujarat Titans,Eden Gardens,143,0,19.0,82,44,39,156,7.526315789473684,10
2023-05-07,Royal Challengers Bangalore,Lucknow Super Giants,M. A. Chidambaram Stadium,71,4,10.6,32,29,37,150,6.69811320754717,6
2023-04-21,Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,57,2,7.0,27,16,44,182,8.142857142857142,8
2023-05-13,Punjab Kings,Royal Challengers Bangalore,Eden Gardens,87,5,12.3,42,31,38,167,7.073170731707316,5
2023-05-27,Gujarat Titans,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,82,8,16.7,24,33,23,102,4.910179640718563,2
2023-04-09,Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,127,0,15.9,63,41,43,179,7.987421383647798,10
2023-05-02,Delhi Capitals,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,62,5,10.6,20,22,32,146,5.849056603773585,5
2023-05-28,Punjab Kings,Gujarat Titans,Dr. DY Patil Sports Academy,57,1,7.8,21,25,32,147,7.3076923076923075,9
2023-05-05,Delhi Capitals,Royal Challengers Bangalore,Eden Gardens,84,2,13.5,30,43,39,146,6.222222222222222,8
2023-05-23,Delhi Capitals,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,112,0,13.0,37,45,36,184,8.615384615384615,10
2023-04-05,Punjab Kings,Kolkata Knight Riders,Arun Jaitley Stadium,83,5,14.6,39,31,37,124,5.684931506849315,5
2023-05-12,Punjab Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,114,9,18.1,53,26,31,124,6.2983425414364635,1
2023-05-16,Delhi Capitals,Mumbai Indians,Sawai Mansingh Stadium,105,5,16.9,40,42,35,126,6.21301775147929,5
2023-05-19,Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,118,3,14.1,54,48,35,181,8.368794326241135,7
2023-05-19,Rajasthan Royals,Chennai Super Kings,Eden Gardens,34,2,5.3,15,8,34,142,6.415094339622642,8
2023-04-24,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,71,3,9.6,34,24,43,160,7.395833333333334,7
2023-05-29,Gujarat Titans,Chennai Super Kings,M. Chinnaswamy Stadium,115,4,16.4,52,49,42,143,7.01219512195122,6
2023-05-17,Rajasthan Royals,Gujarat Titans,M. Chinnaswamy Stadium,154,2,18.9,90,46,46,168,8.148148148148149,8
2023-04-09,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,115,3,13.3,54,32,54,191,8.646616541353383,7
2023-05-02,Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,55,2,8.2,31,16,41,169,6.707317073170732,8
2023-05-05,Chennai Super Kings,Delhi Capitals,M. A. Chidambaram Stadium,71,1,8.6,23,30,47,195,8.255813953488373,9
2023-04-20,Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,101,2,13.9,52,29,46,160,7.266187050359712,8
2023-05-15,Rajasthan Royals,Delhi Capitals,Narendra Modi Stadium,56,2,6.9,21,21,44,192,8.115942028985506,8
2023-05-24,Royal Challengers Bangalore,Gujarat Titans,Arun Jaitley Stadium,85,0,8.8,43,30,58,228,9.659090909090908,10
2023-04-02,Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,108,8,18.0,38,44,35,122,6.0,2
2023-05-02,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,79,5,12.3,42,27,38,134,6.422764227642276,5
2023-05-06,Royal Challengers Bangalore,Sunrisers Hyderabad,Narendra Modi Stadium,40,1,5.6,17,11,38,190,7.142857142857143,9
2023-05-26,Mumbai Indians,Lucknow Super Giants,Narendra Modi Stadium,53,2,6.5,19,23,46,199,8.153846153846153,8
2023-05-03,Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,95,2,12.5,54,27,30,161,7.6,8
2023-05-02,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,62,2,7.7,27,24,39,157,8.051948051948052,8
2023-05-07,Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,72,1,8.5,24,34,46,175,8.470588235294118,9
2023-04-25,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,154,3,18.7,60,73,50,172,8.23529411764706,7
2023-04-11,Lucknow Super Giants,Gujarat Titans,M. Chinnaswamy Stadium,67,2,7.4,24,23,39,180,9.054054054054054,8
2023-05-13,Rajasthan Royals,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,51,3,6.4,24,19,47,185,7.96875,7
2023-05-04,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,101,0,11.1,48,40,53,236,9.0990990990991,10
2023-05-23,Lucknow Super Giants,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,56,3,6.9,23,16,43,174,8.115942028985506,7
2023-03-31,Lucknow Super Giants,Gujarat Titans,M. A. Chidambaram Stadium,91,3,12.5,35,34,32,154,7.28,7
2023-04-27,Lucknow Super Giants,Punjab Kings,Dr. DY Patil Sports Academy,66,3,9.0,30,25,36,140,7.333333333333333,7
2023-04-22,Rajasthan Royals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,104,7,15.8,41,33,39,144,6.582278481012658,3
2023-04-03,Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,143,2,16.7,49,53,42,185,8.562874251497007,8
2023-04-25,Lucknow Super Giants,Gujarat Titans,M. Chinnaswamy Stadium,163,0,15.3,71,63,48,235,10.65359477124183,10
2023-04-02,Lucknow Super Giants,Gujarat Titans,Sawai Mansingh Stadium,114,2,15.1,65,29,32,159,7.549668874172186,8
2023-04-25,Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,30,2,5.2,14,7,30,138,5.769230769230769,8
2023-05-08,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,92,2,13.3,41,33,33,138,6.917293233082707,8
2023-05-04,Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,103,9,19.0,50,29,31,110,5.421052631578948,1
2023-04-16,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,111,3,14.8,47,37,43,158,7.5,7
2023-05-17,Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,101,7,18.5,37,44,32,112,5.45945945945946,3
2023-04-15,Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,69,1,8.3,25,33,35,170,8.313253012048191,9
2023-05-24,Gujarat Titans,Mumbai Indians,Punjab Cricket Association Stadium,84,2,10.4,48,25,42,207,8.076923076923077,8
2023-04-14,Lucknow Super Giants,Royal Challengers Bangalore,Wankhede Stadium,96,3,12.6,39,37,43,178,7.6190476190476195,7
2023-04-29,Punjab Kings,Mumbai Indians,Wankhede Stadium,96,6,14.8,37,41,35,135,6.486486486486486,4
2023-04-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,60,2,8.1,27,20,47,184,7.407407407407407,8
2023-05-21,Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,123,3,17.4,57,32,31,150,7.06896551724138,7
2023-05-03,Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,62,4,9.4,20,24,30,123,6.595744680851063,6
2023-05-17,Punjab Kings,Delhi Capitals,Narendra Modi Stadium,76,4,10.2,23,30,46,174,7.450980392156863,6
2023-05-11,Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,71,5,10.1,23,32,39,175,7.02970297029703,5
2023-05-10,Punjab Kings,Rajasthan Royals,Dr. DY Patil Sports Academy,83,6,13.3,31,32,35,136,6.2406015037593985,4
2023-05-26,Sunrisers Hyderabad,Punjab Kings,Dr. DY Patil Sports Academy,80,3,12.6,34,21,36,146,6.34920634920635,7
2023-04-10,Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,40,1,5.9,19,11,29,134,6.779661016949152,9
2023-05-26,Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,55,2,8.6,19,24,26,138,6.395348837209303,8
2023-04-29,Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,73,5,11.5,36,21,39,143,6.3478260869565215,5
2023-05-28,Punjab Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,69,0,8.3,25,26,33,185,8.313253012048191,10
2023-04-30,Gujarat Titans,Mumbai Indians,Punjab Cricket Association Stadium,106,7,18.7,52,38,34,115,5.668449197860963,3
2023-04-27,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,92,6,15.4,38,27,31,134,5.974025974025974,4
2023-04-17,Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,85,0,11.0,41,29,36,158,7.7272727272727275,10
2023-04-03,Gujarat Titans,Mumbai Indians,Eden Gardens,122,4,19.1,48,54,28,128,6.387434554973821,6
2023-05-21,Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association Stadium,126,0,15.1,46,65,49,184,8.344370860927153,10
2023-05-23,Delhi Capitals,Rajasthan Royals,Wankhede Stadium,61,1,6.8,31,13,40,187,8.970588235294118,9
2023-04-13,Sunrisers Hyderabad,Rajasthan Royals,M. Chinnaswamy Stadium,141,2,18.6,69,55,35,154,7.580645161290322,8
2023-05-25,Kolkata Knight Riders,Chennai Super Kings,Arun Jaitley Stadium,79,5,14.2,33,31,25,118,5.563380281690141,5
2023-05-14,Lucknow Super Giants,Royal Challengers Bangalore,Narendra Modi Stadium,93,3,16.2,52,24,37,123,5.740740740740741,7
2023-05-14,Gujarat Titans,Chennai Super Kings,Eden Gardens,108,2,12.1,58,32,45,202,8.925619834710744,8
2023-04-08,Delhi Capitals,Mumbai Indians,Punjab Cricket Association Stadium,101,4,15.2,46,35,32,143,6.644736842105264,6
2023-05-25,Gujarat Titans,Royal Challengers Bangalore,M. A. Chidambaram Stadium,76,3,12.7,23,35,33,124,5.984251968503937,7
2023-05-24,Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,89,6,15.5,33,42,27,113,5.741935483870968,4
2023-05-12,Chennai Super Kings,Mumbai Indians,Eden Gardens,59,0,7.6,24,18,47,195,7.7631578947368425,10
2023-04-16,Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,108,0,13.8,60,28,47,179,7.826086956521738,10
2023-05-17,Rajasthan Royals,Punjab Kings,Wankhede Stadium,127,4,16.9,46,63,34,150,7.514792899408285,6
2023-04-24,Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,114,2,14.5,60,35,43,178,7.862068965517241,8
2023-04-06,Royal Challengers Bangalore,Lucknow Super Giants,Sawai Mansingh Stadium,89,2,10.8,49,23,51,216,8.24074074074074,8
2023-04-26,Rajasthan Royals,Punjab Kings,Dr. DY Patil Sports Academy,53,4,8.5,22,24,40,139,6.235294117647059,6
2023-04-18,Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,48,2,7.0,17,18,41,185,6.857142857142857,8
2023-05-02,Gujarat Titans,Royal Challengers Bangalore,M. A. Chidambaram Stadium,35,1,5.5,14,16,29,130,6.363636363636363,9
2023-04-13,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,63,0,7.5,30,22,35,167,8.4,10
2023-05-22,Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,137,3,17.6,71,49,43,162,7.784090909090908,7
2023-05-06,Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,108,2,15.1,44,39,39,156,7.152317880794702,8
2023-04-25,Royal Challengers Bangalore,Lucknow Super Giants,Narendra Modi Stadium,52,0,6.2,21,19,48,203,8.387096774193548,10
2023-04-25,Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,82,5,13.9,32,29,33,123,5.899280575539568,5
2023-04-23,Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,54,5,10.0,28,20,35,110,5.4,5
2023-05-22,Kolkata Knight Riders,Lucknow Super Giants,Narendra Modi Stadium,50,0,7.3,30,14,42,166,6.8493150684931505,10
2023-04-07,Delhi Capitals,Sunrisers Hyderabad,Punjab Cricket Association Stadium,44,0,5.3,22,13,44,230,8.30188679245283,10
2023-05-12,Mumbai Indians,Rajasthan Royals,Dr. DY Patil Sports Academy,90,8,18.1,43,24,27,100,4.972375690607734,2
2023-04-24,Delhi Capitals,Punjab Kings,M. A. Chidambaram Stadium,40,2,5.3,19,12,40,168,7.547169811320755,8
2023-04-12,Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,141,0,18.4,58,48,45,159,7.66304347826087,10
2023-04-19,Kolkata Knight Riders,Gujarat Titans,M. Chinnaswamy Stadium,147,4,16.8,51,74,47,185,8.75,6
2023-05-12,Royal Challengers Bangalore,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,87,5,12.6,30,34,30,148,6.904761904761905,5
2023-05-04,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,102,5,13.4,47,30,40,174,7.611940298507463,5
2023-04-09,Lucknow Super Giants,Royal Challengers Bangalore,Narendra Modi Stadium,47,0,6.0,14,20,38,184,7.833333333333333,10
2023-05-17,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,45,1,6.5,21,15,39,152,6.923076923076923,9
2023-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Sawai Mansingh Stadium,103,7,17.3,49,40,26,117,5.953757225433526,3
2023-03-31,Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,105,3,15.8,64,28,41,144,6.6455696202531644,7
2023-04-15,Rajasthan Royals,Lucknow Super Giants,Wankhede Stadium,80,6,13.8,40,24,31,130,5.797101449275362,4
2023-05-03,Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,153,0,17.0,85,37,36,194,9.0,10
2023-04-12,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,114,4,17.8,39,54,33,134,6.404494382022472,6
2023-05-16,Gujarat Titans,Chennai Super Kings,Eden Gardens,82,8,16.3,29,35,27,104,5.030674846625766,2
2023-04-16,Punjab Kings,Royal Challengers Bangalore,M. A. Chidambaram Stadium,43,3,6.3,22,13,43,152,6.825396825396826,7
2023-04-02,Royal Challengers Bangalore,Punjab Kings,Dr. DY Patil Sports Academy,116,2,17.6,41,57,31,138,6.59090909090909,8
2023-04-11,Chennai Super Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,34,1,5.1,17,9,34,159,6.666666666666667,9
2023-04-29,Rajasthan Royals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,101,0,13.7,47,36,44,161,7.372262773722628,10
2023-04-02,Royal Challengers Bangalore,Mumbai Indians,Dr. DY Patil Sports Academy,105,4,17.2,52,22,26,125,6.104651162790698,6
2023-05-06,Gujarat Titans,Royal Challengers Bangalore,Punjab Cricket Association Stadium,102,5,15.9,39,37,31,129,6.415094339622641,5
2023-04-18,Sunrisers Hyderabad,Royal Challengers Bangalore,M. A. Chidambaram Stadium,89,4,15.1,30,35,24,128,5.894039735099338,6
2023-04-05,Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,96,2,13.8,53,25,38,159,6.956521739130435,8
2023-05-21,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,161,0,19.2,85,52,38,169,8.385416666666668,10
2023-04-22,Gujarat Titans,Kolkata Knight Riders,Wankhede Stadium,87,4,14.3,37,28,36,126,6.083916083916083,6
2023-05-06,Lucknow Super Giants,Mumbai Indians,Eden Gardens,65,2,7.8,21,30,36,166,8.333333333333334,8
2023-05-27,Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,170,0,18.5,71,72,49,193,9.18918918918919,10
2023-05-26,Punjab Kings,Chennai Super Kings,Eden Gardens,74,0,9.1,26,32,44,183,8.131868131868131,10
2023-04-19,Punjab Kings,Mumbai Indians,M. Chinnaswamy Stadium,94,3,11.0,39,41,45,180,8.545454545454545,7
2023-04-12,Chennai Super Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,45,1,5.4,18,15,45,201,8.333333333333332,9
2023-04-06,Gujarat Titans,Royal Challengers Bangalore,Arun Jaitley Stadium,89,7,15.5,31,32,23,120,5.741935483870968,3
2023-05-26,Mumbai Indians,Chennai Super Kings,Sawai Mansingh Stadium,102,4,16.1,39,45,28,131,6.335403726708074,6
2023-05-12,Chennai Super Kings,Delhi Capitals,Eden Gardens,54,0,7.3,20,23,36,150,7.397260273972603,10
2023-04-18,Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,41,2,6.0,19,9,28,127,6.833333333333333,8
2023-05-15,Lucknow Super Giants,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,86,2,10.2,40,31,54,197,8.431372549019608,8
2023-05-22,Sunrisers Hyderabad,Chennai Super Kings,Punjab Cricket Association Stadium,71,3,9.5,34,17,35,148,7.473684210526316,7
2023-04-21,Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,39,1,5.4,16,17,35,151,7.222222222222221,9
2023-05-15,Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,97,4,14.4,44,31,36,147,6.736111111111111,6
2023-05-22,Lucknow Super Giants,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,94,2,13.2,33,45,45,163,7.121212121212122,8
2023-04-29,Punjab Kings,Gujarat Titans,M. A. Chidambaram Stadium,118,2,16.9,58,38,38,153,6.98224852071006,8
2023-04-03,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,169,0,17.9,65,68,52,201,9.441340782122905,10
2023-04-19,Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,111,5,15.4,50,40,44,158,7.207792207792208,5
2023-04-03,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,54,2,6.6,23,21,39,161,8.181818181818182,8
2023-05-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,61,3,7.7,23,24,49,164,7.922077922077922,7
