match_date,batting_team,bowling_team,venue,runs,wickets,overs,striker_runs,non_striker_runs,last_five_overs_runs,final_score
2023-05-30,Royal Challengers Bangalore,Kolkata Knight Riders,Arun Jaitley Stadium,44,3,6.8,21,11,28,131
2023-05-21,Chennai Super Kings,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,81,4,13.1,42,21,37,137
2023-04-26,Royal Challengers Bangalore,Lucknow Super Giants,Dr. DY Patil Sports Academy,86,6,13.5,39,22,38,148
2023-04-16,Rajasthan Royals,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,100,0,13.8,49,32,36,160
2023-04-03,Sunrisers Hyderabad,Delhi Capitals,Narendra Modi Stadium,41,1,5.3,21,14,41,184
2023-05-19,Punjab Kings,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,103,0,13.8,55,33,44,182
2023-04-10,Chennai Super Kings,Delhi Capitals,Sawai Mansingh Stadium,74,4,10.8,35,19,41,158
2023-05-15,Kolkata Knight Riders,Delhi Capitals,Narendra Modi Stadium,106,8,16.9,41,46,32,133
2023-05-05,Punjab Kings,Lucknow Super Giants,Eden Gardens,133,4,17.1,51,48,34,165
2023-05-11,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,159,0,14.4,72,60,48,229
2023-05-08,Delhi Capitals,Lucknow Super Giants,Rajiv Gandhi International Cricket Stadium,103,5,18.0,43,34,32,118
2023-05-23,Punjab Kings,Gujarat Titans,Dr. DY Patil Sports Academy,113,2,13.8,41,44,39,175
2023-05-11,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,116,1,12.5,57,41,52,228
2023-04-18,Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,98,0,10.6,42,42,53,235
2023-05-30,Punjab Kings,Gujarat Titans,M. Chinnaswamy Stadium,96,8,17.3,33,36,33,114
2023-04-21,Chennai Super Kings,Kolkata Knight Riders,Narendra Modi Stadium,66,2,8.2,29,21,41,170
2023-05-07,Lucknow Super Giants,Chennai Super Kings,Punjab Cricket Association Stadium,94,8,17.9,39,36,32,108
2023-05-06,Sunrisers Hyderabad,Royal Challengers Bangalore,Narendra Modi Stadium,140,2,17.5,52,63,44,168
2023-04-10,Lucknow Super Giants,Royal Challengers Bangalore,Punjab Cricket Association Stadium,112,1,16.4,46,41,35,149
2023-05-30,Mumbai Indians,Punjab Kings,Sawai Mansingh Stadium,67,0,7.8,28,27,37,171
2023-05-22,Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,87,4,11.6,53,23,36,153
2023-05-30,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,51,1,8.3,17,22,35,149
2023-05-19,Gujarat Titans,Mumbai Indians,Dr. DY Patil Sports Academy,143,1,19.4,62,56,36,148
2023-05-14,Mumbai Indians,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,110,4,14.6,57,28,39,164
2023-05-01,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,126,3,17.1,52,40,46,157
2023-03-31,Chennai Super Kings,Lucknow Super Giants,Dr. DY Patil Sports Academy,135,2,14.7,59,36,57,210
2023-04-16,Sunrisers Hyderabad,Mumbai Indians,M. A. Chidambaram Stadium,144,0,16.8,63,56,36,183
2023-04-08,Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,107,9,18.0,41,41,25,119
2023-05-14,Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,66,0,6.6,32,15,52,249
2023-05-19,Punjab Kings,Mumbai Indians,Eden Gardens,77,3,12.0,26,28,31,142
2023-05-06,Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,75,5,12.5,29,32,29,125
2023-05-05,Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,114,2,14.3,40,50,47,170
2023-05-02,Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,76,1,10.8,26,35,36,180
2023-04-01,Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,33,2,5.5,15,11,28,120
2023-05-30,Punjab Kings,Lucknow Super Giants,Wankhede Stadium,111,7,16.8,55,35,32,131
2023-03-31,Punjab Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,105,2,12.9,34,42,47,183
2023-04-12,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,89,1,11.6,47,22,46,188
2023-05-12,Lucknow Super Giants,Gujarat Titans,Eden Gardens,143,0,19.0,82,44,39,156
2023-05-07,Royal Challengers Bangalore,Lucknow Super Giants,M. A. Chidambaram Stadium,71,4,10.6,32,29,37,150
2023-04-21,Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,57,2,7.0,27,16,44,182
2023-05-13,Punjab Kings,Royal Challengers Bangalore,Eden Gardens,87,5,12.3,42,31,38,167
2023-05-27,Gujarat Titans,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,82,8,16.7,24,33,23,102
2023-04-09,Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,127,0,15.9,63,41,43,179
2023-05-02,Delhi Capitals,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,62,5,10.6,20,22,32,146
2023-05-28,Punjab Kings,Gujarat Titans,Dr. DY Patil Sports Academy,57,1,7.8,21,25,32,147
2023-05-05,Delhi Capitals,Royal Challengers Bangalore,Eden Gardens,84,2,13.5,30,43,39,146
2023-05-23,Delhi Capitals,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,112,0,13.0,37,45,36,184
2023-04-05,Punjab Kings,Kolkata Knight Riders,Arun Jaitley Stadium,83,5,14.6,39,31,37,124
2023-05-12,Punjab Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,114,9,18.1,53,26,31,124
2023-05-16,Delhi Capitals,Mumbai Indians,Sawai Mansingh Stadium,105,5,16.9,40,42,35,126
2023-05-19,Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,118,3,14.1,54,48,35,181
2023-05-19,Rajasthan Royals,Chennai Super Kings,Eden Gardens,34,2,5.3,15,8,34,142
2023-04-24,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,71,3,9.6,34,24,43,160
2023-05-29,Gujarat Titans,Chennai Super Kings,M. Chinnaswamy Stadium,115,4,16.4,52,49,42,143
2023-05-17,Rajasthan Royals,Gujarat Titans,M. Chinnaswamy Stadium,154,2,18.9,90,46,46,168
2023-04-09,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,115,3,13.3,54,32,54,191
2023-05-02,Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,55,2,8.2,31,16,41,169
2023-05-05,Chennai Super Kings,Delhi Capitals,M. A. Chidambaram Stadium,71,1,8.6,23,30,47,195
2023-04-20,Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,101,2,13.9,52,29,46,160
2023-05-15,Rajasthan Royals,Delhi Capitals,Narendra Modi Stadium,56,2,6.9,21,21,44,192
2023-05-24,Royal Challengers Bangalore,Gujarat Titans,Arun Jaitley Stadium,85,0,8.8,43,30,58,228
2023-04-02,Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,108,8,18.0,38,44,35,122
2023-05-02,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,79,5,12.3,42,27,38,134
2023-05-06,Royal Challengers Bangalore,Sunrisers Hyderabad,Narendra Modi Stadium,40,1,5.6,17,11,38,190
2023-05-26,Mumbai Indians,Lucknow Super Giants,Narendra Modi Stadium,53,2,6.5,19,23,46,199
2023-05-03,Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,95,2,12.5,54,27,30,161
2023-05-02,Delhi Capitals,Kolkata Knight Riders,Eden Gardens,62,2,7.7,27,24,39,157
2023-05-07,Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,72,1,8.5,24,34,46,175
2023-04-25,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,154,3,18.7,60,73,50,172
2023-04-11,Lucknow Super Giants,Gujarat Titans,M. Chinnaswamy Stadium,67,2,7.4,24,23,39,180
2023-05-13,Rajasthan Royals,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,51,3,6.4,24,19,47,185
2023-05-04,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,101,0,11.1,48,40,53,236
2023-05-23,Lucknow Super Giants,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,56,3,6.9,23,16,43,174
2023-03-31,Lucknow Super Giants,Gujarat Titans,M. A. Chidambaram Stadium,91,3,12.5,35,34,32,154
2023-04-27,Lucknow Super Giants,Punjab Kings,Dr. DY Patil Sports Academy,66,3,9.0,30,25,36,140
2023-04-22,Rajasthan Royals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,104,7,15.8,41,33,39,144
2023-04-03,Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,143,2,16.7,49,53,42,185
2023-04-25,Lucknow Super Giants,Gujarat Titans,M. Chinnaswamy Stadium,163,0,15.3,71,63,48,235
2023-04-02,Lucknow Super Giants,Gujarat Titans,Sawai Mansingh Stadium,114,2,15.1,65,29,32,159
2023-04-25,Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,30,2,5.2,14,7,30,138
2023-05-08,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,92,2,13.3,41,33,33,138
2023-05-04,Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,103,9,19.0,50,29,31,110
2023-04-16,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,111,3,14.8,47,37,43,158
2023-05-17,Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,101,7,18.5,37,44,32,112
2023-04-15,Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,69,1,8.3,25,33,35,170
2023-05-24,Gujarat Titans,Mumbai Indians,Punjab Cricket Association Stadium,84,2,10.4,48,25,42,207
2023-04-14,Lucknow Super Giants,Royal Challengers Bangalore,Wankhede Stadium,96,3,12.6,39,37,43,178
2023-04-29,Punjab Kings,Mumbai Indians,Wankhede Stadium,96,6,14.8,37,41,35,135
2023-04-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,60,2,8.1,27,20,47,184
2023-05-21,Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Cricket Stadium,123,3,17.4,57,32,31,150
2023-05-03,Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,62,4,9.4,20,24,30,123
2023-05-17,Punjab Kings,Delhi Capitals,Narendra Modi Stadium,76,4,10.2,23,30,46,174
2023-05-11,Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,71,5,10.1,23,32,39,175
2023-05-10,Punjab Kings,Rajasthan Royals,Dr. DY Patil Sports Academy,83,6,13.3,31,32,35,136
2023-05-26,Sunrisers Hyderabad,Punjab Kings,Dr. DY Patil Sports Academy,80,3,12.6,34,21,36,146
2023-04-10,Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,40,1,5.9,19,11,29,134
2023-05-26,Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,55,2,8.6,19,24,26,138
2023-04-29,Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,73,5,11.5,36,21,39,143
2023-05-28,Punjab Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,69,0,8.3,25,26,33,185
2023-04-30,Gujarat Titans,Mumbai Indians,Punjab Cricket Association Stadium,106,7,18.7,52,38,34,115
2023-04-27,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,92,6,15.4,38,27,31,134
2023-04-17,Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,85,0,11.0,41,29,36,158
2023-04-03,Gujarat Titans,Mumbai Indians,Eden Gardens,122,4,19.1,48,54,28,128
2023-05-21,Sunrisers Hyderabad,Punjab Kings,Punjab Cricket Association Stadium,126,0,15.1,46,65,49,184
2023-05-23,Delhi Capitals,Rajasthan Royals,Wankhede Stadium,61,1,6.8,31,13,40,187
2023-04-13,Sunrisers Hyderabad,Rajasthan Royals,M. Chinnaswamy Stadium,141,2,18.6,69,55,35,154
2023-05-25,Kolkata Knight Riders,Chennai Super Kings,Arun Jaitley Stadium,79,5,14.2,33,31,25,118
2023-05-14,Lucknow Super Giants,Royal Challengers Bangalore,Narendra Modi Stadium,93,3,16.2,52,24,37,123
2023-05-14,Gujarat Titans,Chennai Super Kings,Eden Gardens,108,2,12.1,58,32,45,202
2023-04-08,Delhi Capitals,Mumbai Indians,Punjab Cricket Association Stadium,101,4,15.2,46,35,32,143
2023-05-25,Gujarat Titans,Royal Challengers Bangalore,M. A. Chidambaram Stadium,76,3,12.7,23,35,33,124
2023-05-24,Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,89,6,15.5,33,42,27,113
2023-05-12,Chennai Super Kings,Mumbai Indians,Eden Gardens,59,0,7.6,24,18,47,195
2023-04-16,Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,108,0,13.8,60,28,47,179
2023-05-17,Rajasthan Royals,Punjab Kings,Wankhede Stadium,127,4,16.9,46,63,34,150
2023-04-24,Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,114,2,14.5,60,35,43,178
2023-04-06,Royal Challengers Bangalore,Lucknow Super Giants,Sawai Mansingh Stadium,89,2,10.8,49,23,51,216
2023-04-26,Rajasthan Royals,Punjab Kings,Dr. DY Patil Sports Academy,53,4,8.5,22,24,40,139
2023-04-18,Lucknow Super Giants,Mumbai Indians,Sawai Mansingh Stadium,48,2,7.0,17,18,41,185
2023-05-02,Gujarat Titans,Royal Challengers Bangalore,M. A. Chidambaram Stadium,35,1,5.5,14,16,29,130
2023-04-13,Chennai Super Kings,Punjab Kings,Punjab Cricket Association Stadium,63,0,7.5,30,22,35,167
2023-05-22,Rajasthan Royals,Lucknow Super Giants,M. A. Chidambaram Stadium,137,3,17.6,71,49,43,162
2023-05-06,Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,108,2,15.1,44,39,39,156
2023-04-25,Royal Challengers Bangalore,Lucknow Super Giants,Narendra Modi Stadium,52,0,6.2,21,19,48,203
2023-04-25,Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,82,5,13.9,32,29,33,123
2023-04-23,Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,54,5,10.0,28,20,35,110
2023-05-22,Kolkata Knight Riders,Lucknow Super Giants,Narendra Modi Stadium,50,0,7.3,30,14,42,166
2023-04-07,Delhi Capitals,Sunrisers Hyderabad,Punjab Cricket Association Stadium,44,0,5.3,22,13,44,230
2023-05-12,Mumbai Indians,Rajasthan Royals,Dr. DY Patil Sports Academy,90,8,18.1,43,24,27,100
2023-04-24,Delhi Capitals,Punjab Kings,M. A. Chidambaram Stadium,40,2,5.3,19,12,40,168
2023-04-12,Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,141,0,18.4,58,48,45,159
2023-04-19,Kolkata Knight Riders,Gujarat Titans,M. Chinnaswamy Stadium,147,4,16.8,51,74,47,185
2023-05-12,Royal Challengers Bangalore,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,87,5,12.6,30,34,30,148
2023-05-04,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,102,5,13.4,47,30,40,174
2023-04-09,Lucknow Super Giants,Royal Challengers Bangalore,Narendra Modi Stadium,47,0,6.0,14,20,38,184
2023-05-17,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,45,1,6.5,21,15,39,152
2023-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Sawai Mansingh Stadium,103,7,17.3,49,40,26,117
2023-03-31,Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,105,3,15.8,64,28,41,144
2023-04-15,Rajasthan Royals,Lucknow Super Giants,Wankhede Stadium,80,6,13.8,40,24,31,130
2023-05-03,Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,153,0,17.0,85,37,36,194
2023-04-12,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,114,4,17.8,39,54,33,134
2023-05-16,Gujarat Titans,Chennai Super Kings,Eden Gardens,82,8,16.3,29,35,27,104
2023-04-16,Punjab Kings,Royal Challengers Bangalore,M. A. Chidambaram Stadium,43,3,6.3,22,13,43,152
2023-04-02,Royal Challengers Bangalore,Punjab Kings,Dr. DY Patil Sports Academy,116,2,17.6,41,57,31,138
2023-04-11,Chennai Super Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,34,1,5.1,17,9,34,159
2023-04-29,Rajasthan Royals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,101,0,13.7,47,36,44,161
2023-04-02,Royal Challengers Bangalore,Mumbai Indians,Dr. DY Patil Sports Academy,105,4,17.2,52,22,26,125
2023-05-06,Gujarat Titans,Royal Challengers Bangalore,Punjab Cricket Association Stadium,102,5,15.9,39,37,31,129
2023-04-18,Sunrisers Hyderabad,Royal Challengers Bangalore,M. A. Chidambaram Stadium,89,4,15.1,30,35,24,128
2023-04-05,Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,96,2,13.8,53,25,38,159
2023-05-21,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,161,0,19.2,85,52,38,169
2023-04-22,Gujarat Titans,Kolkata Knight Riders,Wankhede Stadium,87,4,14.3,37,28,36,126
2023-05-06,Lucknow Super Giants,Mumbai Indians,Eden Gardens,65,2,7.8,21,30,36,166
2023-05-27,Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Cricket Stadium,170,0,18.5,71,72,49,193
2023-05-26,Punjab Kings,Chennai Super Kings,Eden Gardens,74,0,9.1,26,32,44,183
2023-04-19,Punjab Kings,Mumbai Indians,M. Chinnaswamy Stadium,94,3,11.0,39,41,45,180
2023-04-12,Chennai Super Kings,Sunrisers Hyderabad,Sawai Mansingh Stadium,45,1,5.4,18,15,45,201
2023-04-06,Gujarat Titans,Royal Challengers Bangalore,Arun Jaitley Stadium,89,7,15.5,31,32,23,120
2023-05-26,Mumbai Indians,Chennai Super Kings,Sawai Mansingh Stadium,102,4,16.1,39,45,28,131
2023-05-12,Chennai Super Kings,Delhi Capitals,Eden Gardens,54,0,7.3,20,23,36,150
2023-04-18,Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,41,2,6.0,19,9,28,127
2023-05-15,Lucknow Super Giants,Sunrisers Hyderabad,Dr. DY Patil Sports Academy,86,2,10.2,40,31,54,197
2023-05-22,Sunrisers Hyderabad,Chennai Super Kings,Punjab Cricket Association Stadium,71,3,9.5,34,17,35,148
2023-04-21,Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,39,1,5.4,16,17,35,151
2023-05-15,Chennai Super Kings,Punjab Kings,Sawai Mansingh Stadium,97,4,14.4,44,31,36,147
2023-05-22,Lucknow Super Giants,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,94,2,13.2,33,45,45,163
2023-04-29,Punjab Kings,Gujarat Titans,M. A. Chidambaram Stadium,118,2,16.9,58,38,38,153
2023-04-03,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,169,0,17.9,65,68,52,201
2023-04-19,Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,111,5,15.4,50,40,44,158
2023-04-03,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,54,2,6.6,23,21,39,161
2023-05-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,61,3,7.7,23,24,49,164
2023-04-09,Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,52,3,6.2,29,14,46,196
2023-04-24,Punjab Kings,Kolkata Knight Riders,Eden Gardens,107,0,11.2,44,35,48,241
2023-05-06,Sunrisers Hyderabad,Punjab Kings,M. A. Chidambaram Stadium,72,5,13.4,38,19,31,115
2023-05-09,Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,121,1,14.1,57,41,53,186
2023-05-27,Sunrisers Hyderabad,Punjab Kings,Rajiv Gandhi International Cricket Stadium,63,2,10.1,34,20,36,142
2023-04-10,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,128,0,16.7,67,35,36,159
2023-03-31,Chennai Super Kings,Royal Challengers Bangalore,Dr. DY Patil Sports Academy,84,7,15.7,33,38,23,107
2023-04-09,Lucknow Super Giants,Royal Challengers Bangalore,Punjab Cricket Association Stadium,94,6,15.9,43,30,26,121
2023-05-18,Chennai Super Kings,Mumbai Indians,Eden Gardens,84,3,11.7,39,31,35,147
2023-05-25,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,107,7,18.4,59,27,24,117
2023-05-09,Delhi Capitals,Punjab Kings,M. Chinnaswamy Stadium,75,0,8.9,35,23,39,185
2023-05-13,Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,44,0,5.2,13,18,44,188
2023-04-01,Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,163,3,18.6,59,77,54,182
2023-05-06,Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,61,3,8.7,33,14,42,169
2023-04-16,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,115,6,16.3,55,30,31,142
2023-04-25,Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,48,3,7.1,26,16,28,122
2023-04-28,Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,147,0,14.5,67,43,63,238
2023-05-01,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Cricket Stadium,122,1,17.2,70,38,37,157
2023-05-13,Delhi Capitals,Rajasthan Royals,Wankhede Stadium,124,1,14.2,62,33,51,190
2023-04-24,Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,123,5,18.0,44,52,28,138
2023-04-24,Chennai Super Kings,Gujarat Titans,M. Chinnaswamy Stadium,93,6,12.2,32,32,37,150
2023-05-11,Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,57,1,7.2,24,16,41,193
2023-04-08,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,150,1,18.1,79,43,35,171
2023-05-21,Kolkata Knight Riders,Rajasthan Royals,Narendra Modi Stadium,104,6,16.8,37,47,37,134
2023-04-21,Chennai Super Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,48,3,7.0,16,18,38,157
2023-04-24,Royal Challengers Bangalore,Mumbai Indians,Punjab Cricket Association Stadium,45,0,6.2,24,12,36,171
2023-04-13,Royal Challengers Bangalore,Delhi Capitals,Sawai Mansingh Stadium,109,1,11.5,35,42,50,246
2023-04-22,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,87,0,8.4,47,24,67,249
2023-04-13,Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,57,1,6.6,20,24,49,191
2023-04-27,Delhi Capitals,Punjab Kings,Dr. DY Patil Sports Academy,87,7,16.7,34,42,31,108
2023-05-16,Sunrisers Hyderabad,Punjab Kings,Rajiv Gandhi International Cricket Stadium,49,2,7.9,17,19,31,119
2023-05-07,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Cricket Stadium,43,3,7.1,15,18,30,108
2023-05-06,Mumbai Indians,Delhi Capitals,Eden Gardens,45,3,6.6,23,11,37,166
2023-04-10,Lucknow Super Giants,Gujarat Titans,Arun Jaitley Stadium,44,3,6.3,18,16,28,138
2023-04-27,Lucknow Super Giants,Kolkata Knight Riders,Dr. DY Patil Sports Academy,119,9,18.7,58,25,37,128
2023-05-21,Chennai Super Kings,Sunrisers Hyderabad,Punjab Cricket Association Stadium,64,4,8.5,23,26,37,140
2023-05-12,Delhi Capitals,Royal Challengers Bangalore,Punjab Cricket Association Stadium,163,0,17.4,72,46,41,201
2023-03-31,Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,91,2,12.7,45,35,42,166
2023-05-17,Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,142,1,17.9,51,49,44,171
2023-04-08,Punjab Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,55,3,6.6,29,18,49,202
2023-05-02,Rajasthan Royals,Delhi Capitals,Wankhede Stadium,49,1,5.9,22,19,44,218
2023-04-23,Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,48,3,6.3,18,24,36,165
2023-05-03,Mumbai Indians,Delhi Capitals,Rajiv Gandhi International Cricket Stadium,130,8,19.1,63,38,27,135
2023-05-23,Gujarat Titans,Punjab Kings,Rajiv Gandhi International Cricket Stadium,83,5,13.4,41,26,38,128
2023-05-20,Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,79,2,8.3,28,27,49,225
2023-04-18,Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,53,0,7.3,18,20,32,143
2023-04-22,Royal Challengers Bangalore,Punjab Kings,Punjab Cricket Association Stadium,99,1,12.8,47,22,45,187
2023-05-17,Gujarat Titans,Lucknow Super Giants,Narendra Modi Stadium,90,4,14.4,55,24,34,137
2023-04-28,Punjab Kings,Chennai Super Kings,Punjab Cricket Association Stadium,138,2,18.1,56,40,34,155
2023-04-12,Lucknow Super Giants,Gujarat Titans,Arun Jaitley Stadium,85,4,16.3,44,29,33,114
2023-05-08,Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,123,5,18.2,49,46,27,135
2023-05-05,Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,98,6,15.8,58,26,31,127
2023-04-05,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,92,4,11.9,51,30,32,162
2023-05-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Arun Jaitley Stadium,48,3,7.7,20,21,34,139
2023-05-20,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,70,3,9.4,24,28,46,164
2023-05-01,Chennai Super Kings,Punjab Kings,Dr. DY Patil Sports Academy,99,3,12.0,47,30,35,178
2023-04-10,Lucknow Super Giants,Mumbai Indians,Eden Gardens,65,1,9.6,29,20,43,147
2023-04-04,Gujarat Titans,Kolkata Knight Riders,Eden Gardens,130,2,16.1,68,44,38,170
2023-05-07,Punjab Kings,Royal Challengers Bangalore,Wankhede Stadium,57,2,7.0,29,14,34,146
2023-05-27,Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,126,1,15.3,40,51,33,173
2023-04-28,Lucknow Super Giants,Gujarat Titans,Narendra Modi Stadium,50,2,7.5,24,12,29,120
2023-04-05,Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,39,1,5.3,17,10,39,153
2023-04-04,Delhi Capitals,Mumbai Indians,M. A. Chidambaram Stadium,106,3,16.3,36,52,28,135
2023-04-22,Royal Challengers Bangalore,Gujarat Titans,Dr. DY Patil Sports Academy,55,4,8.5,26,20,37,148
2023-03-31,Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,101,7,17.3,54,24,26,115
2023-04-14,Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,56,0,6.8,21,22,48,186
2023-04-29,Lucknow Super Giants,Delhi Capitals,Punjab Cricket Association Stadium,58,3,8.3,18,24,42,152
2023-05-13,Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Cricket Stadium,68,5,11.4,32,20,38,137
2023-04-23,Kolkata Knight Riders,Punjab Kings,Arun Jaitley Stadium,90,3,13.6,36,39,38,148
2023-05-11,Rajasthan Royals,Punjab Kings,Punjab Cricket Association Stadium,97,6,14.7,37,32,28,132
2023-04-01,Chennai Super Kings,Mumbai Indians,M. A. Chidambaram Stadium,112,0,12.2,41,51,51,206
